	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
671			COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.		
672	COMPSCI 220P is restricted to students in the MDS (Master of Data Science) program ONLY.																
673	35241	Lab	1	0	STAFFCAREY, M.	F 4:00- 4:50p	TBA		65	0	0	0	0	K and L	Bookstore		OPEN
674																	
675	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS	CompSci 238P OPERATING SYSTEMS
676		COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.	
677	COMPSCI 238P is restricted to students in the School of Information and Computer Sci ONLY and students in the MCS (Master of Computer Science Degree) program ONLY.																
678	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
679	35250	Lec	A	4	VENKATASUBRAMA, N.	MW 5:00- 6:20p	ICS 174	TBA	130	79	0	89	0	K and L	Bookstore		OPEN
680	35251	Dis	1	0	STAFFVENKATASUBRAMA, N.	F 5:00- 5:50p	TBA		130	79	0	81	0	K and L	Bookstore		OPEN
681																	
682	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT	CompSci 250P COMP SYS ARCHITECT
683		COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.	
684	COMPSCI 250P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
685	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
686	35260	Lec	A	4	JUN, S.	TuTh 8:00- 9:20p	EH 1200	TBA	140	101	0	104	0	K and L	Bookstore		OPEN
687	35261	Dis	1	0	STAFFJUN, S.	F 7:00- 7:50p	TBA		140	101	0	104	0	K and L	Bookstore		OPEN
688																	
689	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV	CompSci 253P ADV PROG PROB SOLV
690		COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.	
691	COMPSCI 253P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
692	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
693	35270	Lec	A	4	KLEFSTAD, R.	TuTh 3:30- 4:50p	SSH 100	TBA	140	28	0	31	0	K and L	Bookstore		OPEN
694	35271	Lab	1	0	STAFFKLEFSTAD, R.	F 3:00- 3:50p	SSH 100		140	28	0	29	0	K and L	Bookstore		OPEN
695																	
696	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION	CompSci 268P INTRO OPTIMIZATION
697		COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.	
698	COMPSCI 268P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
699	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
700	35280	Lec	A	4	STAFF	TuTh 6:30- 7:50p	ICS 174	TBA	130	62	0	74	0	K and L	Bookstore		OPEN
701	35281	Dis	A1	0	STAFFSTAFF	W 8:00- 8:50p	TBA		130	62	0	63	0	K and L	Bookstore		OPEN
702																	
703	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL	CompSci 271P INTRO ARTIFCL INTEL
704	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
705	35290	Lec	A	4	KASK, K.	MW 6:30- 7:50p	SSH 100	TBA	100	15	0	18	0	K and L	Bookstore		OPEN
706			COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.		
707	COMPSCI 271P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
708	35291	Dis	A1	0	STAFFKASK, K.	F 6:00- 6:50p	SSL 270		100	15	0	18	0	K and L	Bookstore		OPEN
709	35300	Lec	B	4	KASK, K.	MW 6:30- 7:50p	SSH 100	TBA	65	0	0	0	0	K and L	Bookstore		OPEN
710			COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.		
711	COMPSCI 271P is restricted to students in the MDS (Master of Data Science) program ONLY.																
712	35301	Dis	B1	0	STAFFKASK, K.	F 6:00- 6:50p	TBA		65	0	0	0	0	K and L	Bookstore		OPEN
713																	
714	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM	CompSci 298P COMP SCI PRACTICUM
715		COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.	
716	COMPSCI 298P is restricted to students in the MCS (Master of Computer Science) program ONLY.																
717	Code	Type	Sec	Units	Instructor	Time	Place	Final	Max	Enr	WL	Req	Nor	Rstr	Textbooks	Web	Status
718	35340	Fld	A	2	LI, C.	TBA	TBA	TBA	10	0		3	0	S and L	Bookstore		OPEN
719																	
